Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,PF,21,MIA,41,2,12.9,2.2,3.9,.570,0.0,0.0,0,2.2,3.9,.570,.570,1.1,2.1,.506,1.2,2.4,3.7,0.5,0.4,0.5,0.8,1.5,5.5
Jaylen Adams,PG,24,MIL,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,0,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3
Steven Adams,C,27,NOP,39,39,27.8,3.4,5.5,.620,0.0,0.1,.000,3.4,5.5,.626,.620,1.1,2.4,.462,4.1,5.1,9.2,2.1,0.9,0.6,1.6,2.0,8.0
Bam Adebayo,C,23,MIA,37,37,33.7,7.2,12.9,.559,0.1,0.2,.286,7.1,12.7,.563,.561,4.8,5.7,.844,2.3,7.2,9.5,5.4,0.9,1.1,2.9,2.4,19.2
LaMarcus Aldridge,C,35,SAS,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7
Ty-Shon Alexander,SG,22,PHO,3,0,2.7,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
Nickeil Alexander-Walker,SG,22,NOP,34,4,18.3,3.4,8.1,.415,1.3,3.9,.323,2.1,4.2,.500,.493,0.9,1.1,.821,0.2,2.4,2.6,1.9,1.0,0.4,1.2,1.6,8.9
Grayson Allen,SG,25,MEM,28,16,24.6,3.0,7.5,.407,2.0,4.9,.401,1.1,2.6,.417,.538,1.5,1.7,.894,0.4,2.8,3.1,2.1,1.0,0.2,1.0,1.3,9.5
Jarrett Allen,C,22,TOT,42,24,28.4,4.7,7.3,.636,0.1,0.2,.400,4.6,7.1,.644,.643,3.5,4.9,.714,3.0,6.9,9.9,1.6,0.4,1.7,1.5,1.6,12.9
Al-Farouq Aminu,PF,30,ORL,15,12,20.7,1.7,4.7,.357,0.5,1.9,.250,1.2,2.8,.429,.407,0.9,1.1,.813,1.1,3.7,4.7,1.5,1.0,0.5,1.3,1.4,4.7
Kyle Anderson,PF,27,MEM,38,38,27.3,4.7,9.9,.476,1.4,3.8,.363,3.3,6.1,.548,.547,2.0,2.6,.765,0.8,5.0,5.8,3.4,1.2,0.7,1.4,1.7,12.8
Giannis Antetokounmpo,PF,26,MIL,40,40,34.2,10.6,18.8,.562,1.2,3.9,.299,9.4,14.9,.630,.593,6.8,10.0,.679,1.8,9.9,11.7,6.4,1.2,1.3,3.7,3.0,29.0
Kostas Antetokounmpo,PF,23,LAL,4,0,5.3,0.3,0.8,.333,0.0,0.0,0,0.3,0.8,.333,.333,0.5,1.0,.500,0.5,1.8,2.3,0.0,0.3,0.5,1.3,0.8,1.0
Thanasis Antetokounmpo,SF,28,MIL,30,0,8.6,1.0,1.6,.592,0.1,0.3,.222,0.9,1.3,.675,.612,0.2,0.5,.438,0.9,1.1,2.0,0.7,0.3,0.2,0.6,1.2,2.2
Carmelo Anthony,PF,36,POR,41,3,25.8,4.9,11.8,.416,1.8,4.6,.383,3.2,7.2,.438,.491,2.4,2.8,.858,0.6,2.8,3.3,1.7,0.9,0.7,1.0,2.2,14.0
Cole Anthony,PG,20,ORL,25,17,26.7,4.0,10.8,.375,1.1,3.3,.325,3.0,7.4,.398,.426,1.8,2.2,.836,0.8,3.6,4.4,3.8,0.7,0.4,2.0,2.0,11.0
OG Anunoby,SF,23,TOR,25,25,33.4,5.1,10.4,.487,2.2,5.4,.400,2.9,5.0,.579,.590,1.6,2.2,.745,1.4,4.4,5.7,1.6,1.8,0.8,1.7,2.9,14.0
D.J. Augustin,PG,33,TOT,39,6,19.3,1.9,5.2,.366,1.3,3.4,.373,0.6,1.7,.353,.490,1.0,1.1,.909,0.3,1.1,1.4,3.0,0.6,0.0,0.9,0.8,6.1
D.J. Augustin,PG,33,MIL,37,6,19.3,1.9,5.2,.370,1.3,3.5,.380,0.6,1.7,.349,.497,1.0,1.1,.900,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1
Deni Avdija,SF,20,WAS,37,17,22.0,2.4,5.4,.435,1.0,3.0,.324,1.4,2.4,.573,.525,0.4,0.6,.619,0.4,4.2,4.5,1.2,0.6,0.2,0.8,2.6,6.0
Deandre Ayton,C,22,PHO,41,41,30.3,6.2,10.3,.604,0.1,0.4,.235,6.1,9.9,.620,.609,2.0,2.6,.748,3.3,7.6,10.9,1.5,0.4,1.1,1.7,3.1,14.5
Udoka Azubuike,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,0,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
Dwayne Bacon,SG,25,ORL,42,26,25.1,3.7,9.3,.398,1.0,3.1,.336,2.6,6.1,.430,.455,1.7,2.0,.855,0.3,2.6,2.9,1.1,0.5,0.1,0.7,1.6,10.1
Marvin Bagley III,PF,21,SAC,37,37,25.7,5.6,11.2,.502,0.9,2.6,.354,4.7,8.6,.547,.543,1.6,2.9,.560,2.5,5.0,7.4,0.9,0.5,0.5,1.3,2.4,13.9
Lonzo Ball,PG,23,NOP,38,38,31.7,5.2,12.1,.425,3.0,7.8,.385,2.2,4.3,.497,.549,0.9,1.1,.767,0.6,3.6,4.2,5.6,1.3,0.6,2.0,2.0,14.2
Mo Bamba,C,22,ORL,22,0,10.2,1.9,4.0,.477,0.4,1.5,.281,1.5,2.5,.589,.528,0.4,0.6,.571,1.0,2.9,3.9,0.3,0.1,0.9,0.4,1.4,4.6
Desmond Bane,SG,22,MEM,36,10,22.4,3.6,7.3,.492,1.8,3.9,.457,1.8,3.4,.532,.614,0.7,0.8,.862,0.4,2.5,2.9,1.3,0.7,0.1,1.0,2.0,9.7
Harrison Barnes,PF,28,SAC,40,40,35.9,5.5,11.2,.496,1.6,4.2,.369,4.0,7.0,.572,.565,3.7,4.4,.830,1.1,5.4,6.5,3.7,0.7,0.2,1.5,1.3,16.3
RJ Barrett,SG,20,NYK,43,43,33.7,6.6,14.5,.453,1.1,3.3,.348,5.4,11.3,.483,.492,3.0,4.0,.730,1.1,5.0,6.1,3.0,0.7,0.2,1.9,2.6,17.3
Will Barton,SF,30,DEN,39,35,30.8,4.9,11.1,.443,1.8,4.6,.387,3.1,6.4,.484,.524,1.3,1.7,.746,0.7,3.4,4.1,3.2,0.8,0.4,1.6,1.7,12.9
Keita Bates-Diop,SF,25,SAS,16,0,7.4,0.7,2.0,.344,0.3,0.9,.333,0.4,1.1,.353,.422,0.4,0.6,.700,0.3,0.9,1.3,0.4,0.4,0.1,0.1,0.3,2.1
Nicolas Batum,SF,32,LAC,41,37,28.6,3.0,6.3,.469,1.8,4.3,.429,1.1,2.1,.553,.613,0.9,1.0,.854,0.8,3.8,4.7,2.3,1.2,0.3,0.7,1.7,8.6
Aron Baynes,C,34,TOR,40,29,19.1,2.5,6.0,.424,0.5,2.0,.250,2.0,4.0,.513,.466,0.6,0.8,.719,1.8,3.7,5.5,0.9,0.3,0.4,0.9,2.3,6.1
Kent Bazemore,SF,31,GSW,41,1,16.5,2.2,4.9,.443,1.0,2.5,.402,1.2,2.4,.485,.545,0.7,1.0,.714,0.4,2.5,2.9,1.6,0.8,0.5,1.1,2.1,6.1
Darius Bazley,PF,20,OKC,36,36,30.7,4.4,11.2,.392,1.5,5.2,.290,2.9,6.0,.479,.459,1.6,2.3,.704,0.6,6.9,7.5,1.5,0.5,0.6,1.8,0.9,11.9
Bradley Beal,SG,27,WAS,38,38,35.8,11.3,23.1,.489,2.2,6.6,.337,9.1,16.4,.550,.538,7.3,8.1,.899,1.2,4.0,5.1,4.7,1.3,0.4,3.3,2.5,32.1
Malik Beasley,SG,24,MIN,33,32,33.1,7.6,16.7,.455,3.5,8.7,.406,4.1,8.0,.508,.560,1.8,2.2,.847,0.8,3.8,4.6,2.5,0.8,0.2,1.6,1.6,20.5
Jordan Bell,C,26,WAS,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,0,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3
DeAndre' Bembry,SF,26,TOR,31,7,17.0,1.9,3.6,.522,0.3,0.9,.333,1.6,2.8,.581,.562,0.5,0.8,.667,0.5,1.7,2.3,1.9,0.7,0.3,1.1,1.6,4.6
Dāvis Bertāns,PF,28,WAS,35,3,24.7,3.2,8.2,.389,2.8,7.3,.382,0.4,1.0,.441,.557,1.7,1.9,.853,0.4,2.5,2.9,0.9,0.6,0.2,0.6,2.5,10.8
Patrick Beverley,PG,32,LAC,29,29,23.8,2.8,6.2,.442,1.7,4.1,.420,1.0,2.1,.484,.580,1.1,1.3,.795,0.9,2.8,3.7,2.1,0.9,0.8,0.9,3.1,8.3
Saddiq Bey,SF,21,DET,40,23,24.2,3.4,8.3,.404,2.2,5.7,.386,1.2,2.6,.442,.536,1.6,1.9,.878,0.6,3.6,4.1,1.2,0.7,0.1,0.7,1.6,10.5
Tyler Bey,SF,22,DAL,6,0,3.5,0.3,1.3,.250,0.0,0.2,.000,0.3,1.2,.286,.250,0.3,0.7,.500,0.3,0.7,1.0,0.2,0.0,0.2,0.0,0.5,1.0
Khem Birch,C,28,ORL,41,1,20.0,2.0,4.2,.471,0.1,0.4,.222,1.9,3.8,.500,.483,1.4,1.9,.727,2.5,2.7,5.2,1.0,0.6,0.6,0.5,1.5,5.4
Goga Bitadze,C,21,IND,23,0,9.5,1.4,3.1,.458,0.2,1.1,.160,1.3,2.0,.617,.486,0.7,1.0,.708,0.8,1.4,2.2,0.3,0.2,1.0,0.3,1.5,3.8
Nemanja Bjelica,PF,32,SAC,26,1,16.9,2.7,5.8,.460,0.7,2.2,.293,2.0,3.5,.565,.517,1.2,1.6,.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
Eric Bledsoe,SG,31,NOP,41,40,29.1,4.2,9.9,.422,1.8,4.8,.369,2.4,5.1,.471,.511,1.4,2.2,.656,0.4,3.0,3.4,3.8,0.7,0.3,1.5,1.7,11.5
Keljin Blevins,SF,25,POR,9,0,5.2,0.2,1.2,.182,0.0,0.4,.000,0.2,0.8,.286,.182,0.0,0.0,0,0.0,0.2,0.2,0.4,0.2,0.0,0.3,0.4,0.4
Bogdan Bogdanović,SG,28,ATL,18,2,22.9,3.5,9.0,.389,1.9,5.9,.327,1.6,3.1,.509,.497,0.7,0.7,.923,0.4,2.9,3.3,2.3,0.4,0.2,1.0,2.0,9.6
Bojan Bogdanović,SF,31,UTA,42,42,30.4,4.8,11.8,.411,2.5,6.5,.377,2.4,5.3,.452,.515,2.8,3.2,.873,0.5,3.3,3.9,1.9,0.5,0.0,1.5,1.7,14.9
Bol Bol,PF,21,DEN,18,2,5.2,0.8,1.6,.483,0.4,0.8,.500,0.4,0.8,.467,.603,0.1,0.1,.500,0.0,0.7,0.7,0.3,0.1,0.3,0.4,0.6,2.0
Jordan Bone,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,0,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
Isaac Bonga,SF,21,WAS,26,7,12.2,0.8,2.2,.375,0.4,1.3,.324,0.4,0.8,.455,.473,0.1,0.2,.750,0.5,1.5,2.0,0.6,0.3,0.2,0.5,1.7,2.2
Devin Booker,SG,24,PHO,37,37,34.0,9.3,18.8,.496,2.0,5.7,.357,7.3,13.1,.557,.550,4.5,5.4,.834,0.3,3.6,3.9,4.6,0.8,0.3,3.4,2.9,25.2
Chris Boucher,C,28,TOR,43,3,23.8,4.9,9.2,.533,1.6,3.7,.422,3.3,5.5,.609,.619,2.4,3.2,.755,1.8,4.6,6.4,1.0,0.5,1.9,0.7,2.8,13.8
Brian Bowen,SF,22,IND,2,0,3.5,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.5,0.5,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
Avery Bradley,SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
Tony Bradley,C,23,PHI,19,7,13.4,2.3,3.5,.642,0.0,0.1,.000,2.3,3.5,.652,.642,0.3,0.5,.556,1.8,3.1,4.9,0.9,0.2,0.6,0.3,1.3,4.8
Jarrell Brantley,PF,24,UTA,12,0,2.5,0.3,0.8,.400,0.3,0.6,.429,0.1,0.3,.333,.550,0.0,0.0,0,0.2,0.4,0.6,0.1,0.2,0.1,0.1,0.3,0.9
